338.0873,2.8162
176.1194,2.9444
76.0393,2.9991
297.1455,2.0318
144.0856,2.2195
127.1126,3.5082
206.0457,2.2539
194.0817,2.9991
431.0972,3.3392
190.0504,2.4601
226.1448,3.518
91.0542,3.0004
226.1447,3.3728
144.1024,0.3349
401.1371,3.56
203.1108,4.5108
174.1122,3.5658
240.1609,3.7951
259.0972,4.9276
109.1016,3.5073
180.0664,2.6299
255.0627,4.7981
255.0661,4.3046
172.0976,2.9571
153.0662,1.1458
77.0389,2.6184
130.0657,3.4341
103.0545,4.1297
127.0398,1.8419
182.1292,3.395
340.1026,3.1256
188.0747,2.7373
99.0807,3.5617
134.0281,2.8942
158.118,0.4737
174.1246,1.0296
162.0556,2.8152
146.0608,3.1942
441.0756,2.997
125.0968,4.5104
147.0452,2.7662
216.124,3.3536
233.093,3.4265
226.1448,3.7161
144.1025,0.408
200.1291,4.1207
135.0563,2.2992
270.1704,4.5937
267.1344,1.2089
230.1395,3.7018
377.1466,3.1364
231.1423,5.2502
220.0645,3.9581
447.0908,3.9671
220.1187,1.9713
335.0232,4.3072
120.0451,1.9317
181.0621,2.2989
90.055,0.3241
172.0982,1.7918
76.0396,3.4083
110.01,0.2267
