131.0505,4.1305
338.0873,2.8162
176.1194,2.9444
76.0393,2.9991
297.1455,2.0318
144.0856,2.2195
76.0394,3.5597
127.1126,3.5082
206.0457,2.2539
194.0817,2.9991
431.0972,3.3392
132.0787,0.3213
190.0504,2.4601
226.1448,3.518
91.0542,3.0004
226.1447,3.3728
144.1024,0.3349
401.1371,3.56
203.1108,4.5108
174.1122,3.5658
240.1609,3.7951
259.0972,4.9276
109.1016,3.5073
180.0664,2.6299
255.0627,4.7981
255.0661,4.3046
172.0976,2.9571
153.0662,1.1458
77.0389,2.6184
130.0657,3.4341
103.0545,4.1297
127.0398,1.8419
182.1292,3.395
340.1026,3.1256
188.0747,2.7373
99.0807,3.5617
134.0281,2.8942
158.118,0.4737
174.1246,1.0296
162.0556,2.8152
146.0608,3.1942
441.0756,2.997
125.0968,4.5104
147.0452,2.7662
216.124,3.3536
233.093,3.4265
226.1448,3.7161
144.1025,0.408
200.1291,4.1207
135.0563,2.2992
270.1704,4.5937
267.1344,1.2089
230.1395,3.7018
377.1466,3.1364
231.1423,5.2502
220.0645,3.9581
447.0908,3.9671
220.1187,1.9713
335.0232,4.3072
120.0451,1.9317
181.0621,2.2989
90.055,0.3241
172.0982,1.7918
76.0396,3.4083
110.01,0.2267
206.0821,4.1193
250.179,5.7367
83.0856,3.424
435.127,4.9185
316.2127,3.793
382.0771,2.0059
136.0406,1.1056
226.1446,3.8968
138.0565,0.3213
252.1601,4.5941
180.1283,3.5456
76.0397,2.2925
276.1279,3.1955
461.1072,3.4627
95.0859,4.4922
186.1134,3.422
268.1554,5.7337
88.0222,2.8947
186.113,4.0183
158.1198,0.3423
215.0175,0.5199
162.056,2.6254
436.1592,4.4623
181.0868,5.7269
158.1545,5.7089
97.1004,4.5211
113.9655,3.2395
162.0557,3.0987
81.0703,3.4118
132.0775,0.4051
255.0669,3.3421
76.0396,4.5039
118.087,0.3094
121.0296,3.2977
279.1346,3.1917
71.086,3.5655
400.1301,3.5636
459.169,4.9007
212.8487,0.2745
166.0808,1.7572
200.1294,4.8856
130.0877,0.3438
165.0918,3.3989
109.0656,3.3029
243.1013,4.4552
200.1299,2.8121
203.1511,0.3316
234.1504,2.9957
113.9655,3.6878
134.0614,2.57
137.0722,0.3065
113.9657,3.1285
304.1758,2.3209
196.8741,0.2613
303.0719,1.8416
104.1065,0.2986
287.148,4.0836
83.0498,2.2309
112.8982,0.2863
216.1235,2.6844
228.1949,5.7372
126.0905,0.605
218.14,4.1195
146.1,0.346
366.1559,2.805
297.1444,1.716
81.0703,3.3145
170.1167,3.8748
209.1298,3.3857
176.0395,2.8946
220.138,4.5096
200.0923,2.9972
229.1391,0.3492
257.159,5.5
216.0652,2.9983
127.1128,3.1026
116.0714,0.8263
413.0442,2.6081
285.0777,4.9065
259.1016,3.1983
86.0966,3.297
198.1143,3.3899
100.0762,1.7201
196.096,3.5643
143.1078,4.5104
153.1281,5.2498
410.181,5.0455
95.0862,2.6917
112.0538,2.1185
113.9655,5.0016
279.1352,2.1095
141.0678,0.3397
121.0303,1.9459
122.9268,0.252
172.0986,2.1915
120.0818,1.7079
166.0815,0.338
204.1312,0.3524
170.062,4.1326
126.0867,0.3477
151.1248,3.5112
177.1649,4.3057
460.1277,3.5202
228.1604,5.3734
160.0981,2.2956
105.0707,3.8259
175.0806,2.7923
82.0144,0.2295
175.1496,5.735
311.1619,2.2936
316.138,4.4161
151.1127,5.7345
76.0397,4.1201
201.9364,0.2963
216.1373,4.2959
164.0721,3.1297
225.1128,3.4119
116.1082,0.3406
238.1445,4.3893
193.1603,5.7381
127.0404,2.1641
174.1239,0.3488
226.1092,2.1061
295.2284,5.7305
228.0654,4.1224
130.0868,0.4696
113.9657,1.9875
130.0512,0.6685
172.0413,2.4648
267.1332,0.3441
188.0765,2.1987
245.0971,4.3444
212.1299,3.7093
224.0939,2.4332
168.1141,2.5992
109.1021,3.3787
431.0975,3.7625
145.992,3.9567
240.1237,4.125
367.1514,1.7283
139.1129,4.903
431.139,4.4169
141.9609,1.53
181.0887,5.1953
190.0548,2.3681
126.0927,2.9555
202.1203,0.7345
383.1128,4.4689
274.1141,2.9513
274.1855,5.5044
76.0397,1.6674
188.1295,4.4868
225.0721,3.5894
345.189,4.8201
245.15,1.778
371.1757,3.5615
136.0489,0.3382
497.1347,3.4013
252.1232,3.7026
174.1154,3.4001
181.0878,3.1951
123.0561,0.4951
125.0973,4.1191
244.1559,2.6629
363.2168,5.2518
166.0743,0.5841
271.0619,5.2001
162.1136,0.3076
113.9659,2.878
447.0916,4.0661
156.067,4.3879
107.0503,2.4254
202.0498,2.6221
113.9654,4.2907
489.0806,4.9199
113.9654,4.6547
239.1399,4.0575
175.1282,2.3495
350.1025,3.4025
270.0809,3.5965
271.1426,0.9903
412.0353,2.6126
196.8751,0.3759
419.0927,2.9787
163.0773,3.1822
170.0357,0.3122
263.1156,2.895
284.0586,4.4177
290.1616,1.9068
300.9498,2.8127
121.1024,4.3887
163.1133,4.3923
97.0647,3.3175
120.0821,2.9973
200.1332,3.1024
247.1094,4.1111
182.9634,0.2349
298.0736,4.8994
158.073,3.4002
199.1124,1.7883
206.0462,2.0172
123.0563,0.3393
244.1204,1.8717
248.1698,5.247
371.2271,3.2146
99.0451,0.8291
109.102,3.1091
202.121,0.3477
113.9655,4.7743
113.9656,5.5821
208.0623,2.6097
237.1501,5.1949
264.0559,2.7879
204.1358,0.7812
298.0989,2.2942
327.2017,2.9525
180.1263,3.371
188.0364,2.2535
198.1154,2.6983
113.9664,2.719
458.1613,4.8983
489.1927,4.1192
341.9755,2.8133
239.1401,3.1386
109.1022,3.8952
113.9655,3.9914
208.0997,3.8287
212.1033,0.3536
141.0915,2.6725
182.1301,3.2035
344.2078,3.929
295.0801,3.3554
217.0995,2.6663
130.0662,4.1078
374.2552,4.8535
84.9608,0.2247
116.0715,3.1201
573.2339,3.5611
76.0399,2.1911
202.1091,1.9722
172.098,2.8565
394.1494,5.0497
188.1769,0.3038
211.0572,2.3035
275.0931,4.3221
281.1022,2.6004
109.1021,3.7202
137.0971,3.397
234.1504,4.6003
245.0404,2.9965
274.04,3.5856
237.1499,5.7311
152.0246,0.311
373.1088,2.2962
